Episode,Robust Guarantee UMDP,Performance UMDP Robust Policy,Performance UMDP Optimistic Policy,Total Runtime,Model Building Time,Model Checking Time Robust,Model Checking Time Optimistic,Model Checking Time DTMC
0,10.0,10.0,14.63842187,0.0,0.006117542,0.00862875,0.003246958,0.001022917
3,10.0,10.0,15.25204219,0.081605375,0.050495792,0.008386042,0.003425166,0.001281958
6,10.0,10.0,15.25204219,0.13264375,0.028745708,0.002685375,0.002907208,0.001604167
10,10.0,10.0,15.25204219,0.171162667,0.020716584,0.005561459,0.003708792,0.001471708
19,10.0,10.0,15.25204219,0.215928708,0.032186209,0.00149875,0.00125475,7.465E-4
37,10.0,10.0,15.25204219,0.248441083,0.022825834,0.001142125,8.04375E-4,6.29E-4
73,10.04233391,14.78811039,15.1605,0.286411708,0.018208291,0.001300542,8.31375E-4,6.4625E-4
92,11.08462474,14.78811039,15.1605,0.315405833,0.018402708,0.00118575,7.38167E-4,5.38334E-4
98,11.85315102,14.78811039,15.1605,0.350178958,0.023697541,0.001255625,7.85792E-4,5.81959E-4
133,11.5326293,14.78811039,15.1605,0.383798042,0.0219955,0.001110458,7.41292E-4,5.915E-4
221,12.01171679,14.78811039,15.25204219,0.412951708,0.014698625,0.001216042,8.74292E-4,5.80291E-4
327,12.29171276,14.78811039,15.25204219,0.454271375,0.016361,0.001576792,0.001001958,0.002843875
359,12.60092216,14.85709164,15.25204219,0.49242425,0.020294542,0.004175083,0.001413125,7.025E-4
495,13.1256667,15.04081102,15.25204219,0.523084208,0.011871417,9.35167E-4,5.84083E-4,6.6E-4
566,13.12837454,15.04393477,15.25204219,0.560384583,0.020643,0.002098958,0.00143625,6.27583E-4
774,13.18426841,15.33299344,15.25204219,0.604038542,0.020034125,0.001648,0.001603708,5.57167E-4
1049,13.42323909,15.33299344,15.31750219,0.64288575,0.011866458,9.78583E-4,9.1075E-4,6.27959E-4
1100,13.48366899,15.33299344,15.31750219,0.67251525,0.011045042,9.04208E-4,5.39208E-4,4.05584E-4
1329,13.65064262,15.33299344,15.31750219,0.70589425,0.011366625,9.11916E-4,5.6925E-4,3.92167E-4
1487,13.69255816,15.33299344,15.31750219,0.734087583,0.010878458,9.37541E-4,5.85375E-4,4.53542E-4
1631,13.75247349,15.33299344,15.31750219,0.770709792,0.011803125,8.83417E-4,6.12958E-4,4.05E-4
1714,13.76962873,15.33299344,15.31750219,0.807990708,0.013253833,0.002353958,0.0025545,8.265E-4
1989,13.69681533,15.33299344,15.31750219,0.854148375,0.017522375,0.001102833,5.43E-4,4.07084E-4
3391,13.84721042,15.33299344,15.33299344,0.941645792,0.019337417,9.75792E-4,5.54791E-4,4.24916E-4
3727,14.06887919,15.33299344,15.33299344,1.013436417,0.017868541,0.001875291,0.0032865,6.60625E-4
4739,14.2085737,15.33299344,15.33299344,1.09606875,0.0104895,9.06125E-4,5.48708E-4,5.75958E-4
5785,14.19447839,15.33299344,15.33299344,1.183864833,0.011029542,9.4775E-4,5.3425E-4,4.10916E-4
6603,14.4236411,15.33299344,15.33299344,1.256429792,0.011899416,0.001337459,0.001411958,5.23542E-4
8821,14.51268609,15.33299344,15.33299344,1.382864583,0.016575417,8.85709E-4,5.475E-4,3.94583E-4
10566,14.51822133,15.33299344,15.33299344,1.499030208,0.018211458,0.001560333,7.74958E-4,4.54917E-4
11579,14.48914569,15.33299344,15.33299344,1.571913,0.015945334,8.57542E-4,5.27834E-4,4.12084E-4
13596,14.57971598,15.33299344,15.33299344,1.680952208,0.01171575,8.515E-4,5.44375E-4,4.23584E-4
21396,14.77633064,15.33299344,15.33299344,2.044820542,0.018441208,0.001098959,8.39709E-4,8.56167E-4
22000,14.78541878,15.33299344,15.33299344,2.096247583,0.010216416,7.96333E-4,4.72458E-4,3.3325E-4
26540,14.8961524,15.33299344,15.33299344,2.306141458,0.010310792,8.04667E-4,5.50583E-4,4.10084E-4
34868,14.86773372,15.33299344,15.33299344,2.678815417,0.0148065,9.96917E-4,5.40583E-4,4.21916E-4
52208,14.9535496,15.33299344,15.33299344,3.452111417,0.01403775,0.005010834,7.35959E-4,4.82375E-4
62129,14.98135822,15.33299344,15.33299344,4.320701417,0.034886125,0.008548417,9.60208E-4,0.004031625
100000,15.0651281,15.33299344,15.33299344,6.942707208,0.014338166,0.006502792,8.1475E-4,5.62167E-4
