Episode,Robust Guarantee UMDP,Performance UMDP Robust Policy,Performance UMDP Optimistic Policy,Total Runtime,Model Building Time,Model Checking Time Robust,Model Checking Time Optimistic,Model Checking Time DTMC
0,10.0,10.0,14.63842187,0.0,0.265804,0.05001975,0.011577708,0.043320333
2,10.0,10.0,14.63842187,0.044642042,0.027484625,0.004751542,0.00364175,0.003016333
5,10.0,10.0,14.63842187,0.062328625,0.007635292,0.003304458,0.002925375,0.001483416
13,10.0,10.0,14.63842187,0.077693083,0.006707042,0.002638209,0.002217875,0.001353667
27,10.0,10.0,14.63842187,0.098695333,0.010121916,0.003062584,0.002360916,0.001436458
50,10.0,10.0,15.21180469,0.118100083,0.008006458,0.003471,0.002283875,0.001380667
52,10.0,10.0,15.21180469,0.135130542,0.007629791,0.002799958,0.003035083,0.001494083
54,10.0,10.0,15.21180469,0.151710958,0.007126583,0.002776666,0.002105667,0.001258167
58,10.0,10.0,15.21180469,0.166968625,0.006903959,0.002018333,0.0020675,0.001186667
61,10.0,10.0,15.21180469,0.183153792,0.0073305,0.002168959,0.002076917,0.001104166
63,10.0,10.0,15.21180469,0.196087083,0.006963583,0.002301834,0.001516583,8.40625E-4
74,10.0,10.0,15.21180469,0.2103995,0.007700584,0.001893708,0.001484375,8.44208E-4
92,10.0,10.0,15.04393477,0.228068583,0.008308875,0.002509709,0.002819292,0.001092709
94,10.0,10.0,15.04393477,0.24611475,0.006741666,0.002038958,0.006198,0.001253042
100,10.0,10.0,14.30444016,0.268524875,0.009907917,0.005606209,0.001712375,0.001998333
103,10.0,10.0,15.21180469,0.281383458,0.006597667,0.002229208,0.001671541,7.74166E-4
116,10.0,10.0,14.30444016,0.294280625,0.006144208,0.001946083,0.001714708,8.81042E-4
122,10.0,10.0,14.30444016,0.306964458,0.006784875,0.001739125,0.001444042,8.115E-4
127,10.0,10.0,13.93171094,0.320613917,0.006722625,0.00218075,0.001615917,0.001538958
129,10.0,10.0,13.93171094,0.332469375,0.006594708,0.001742458,0.001470292,7.87459E-4
137,10.0,10.0,15.21180469,0.345747167,0.006651583,0.001697167,0.002052584,0.00127875
159,10.0,10.0,14.30444016,0.363140042,0.007489917,0.002634209,0.002654208,0.001264208
172,10.0,10.0,15.04393477,0.378548167,0.008094583,0.002124542,0.0019965,0.001042041
180,10.0,10.0,14.63842187,0.390906458,0.006635209,0.001830041,0.001533917,8.6E-4
224,10.0,10.0,14.30444016,0.408227208,0.007550833,0.00188125,0.0016755,0.001073125
241,10.0,10.0,15.04393477,0.421496958,0.006805584,0.001947458,0.001514417,7.44833E-4
265,10.0,10.0,13.93171094,0.436100833,0.007378792,0.001894875,0.001655291,8.7325E-4
287,10.0,10.0,15.05365125,0.449556333,0.00717675,0.001948334,0.001548667,7.33667E-4
290,10.0,10.0,15.05365125,0.461639792,0.007084417,0.001558292,0.001560416,6.53834E-4
297,10.0,10.0,15.05365125,0.473552417,0.007125125,0.001588667,0.001272708,6.77583E-4
306,10.0,10.0,15.26160469,0.485497083,0.0068835,0.001689292,0.001351166,6.28917E-4
312,10.0,10.0,15.05365125,0.499236417,0.007139167,0.001816791,0.002900542,6.85834E-4
328,10.0,10.0,15.21180469,0.510977667,0.006756541,0.0014695,0.001227916,6.04E-4
344,10.0,10.0,14.44727,0.523419667,0.007226292,0.001571208,0.001210375,5.65958E-4
355,10.0,10.0,15.26160469,0.534451583,0.006164833,0.001584542,0.00132,5.7175E-4
372,10.0,10.0,14.30444016,0.547795292,0.006728917,0.001786833,0.001630875,6.4025E-4
400,10.0,10.0,14.3865,0.561554917,0.007361583,0.001796542,0.001225458,5.87167E-4
406,10.0,10.0,14.29562563,0.573526625,0.006679416,0.001610292,0.001326083,8.39208E-4
415,10.0,10.0,15.21180469,0.5864885,0.007465791,0.001856959,0.001431791,8.05083E-4
454,10.0,10.0,14.3865,0.60037475,0.007343,0.001790292,0.001371208,6.365E-4
466,10.0,10.0,15.04393477,0.614785375,0.007167083,0.002631292,0.001885208,8.44917E-4
487,10.0,10.0,15.05365125,0.628179083,0.007007958,0.001641083,0.001703041,8.565E-4
532,10.0,10.0,14.24672187,0.642395458,0.007087292,0.001784125,0.001238167,6.31833E-4
562,10.0,10.0,14.63842187,0.655622375,0.006904459,0.001567917,0.001467583,6.58708E-4
598,10.0,10.0,14.7645725,0.669029417,0.00691175,0.001787875,0.001546625,6.99167E-4
600,10.0,10.0,14.81552375,0.680482708,0.006916917,0.001754958,0.001224125,5.75833E-4
611,10.0,10.0,14.7645725,0.692111333,0.006826042,0.001551541,0.001138333,5.18875E-4
614,10.0,10.0,14.7645725,0.704386917,0.0067445,0.001886792,0.001817333,7.51875E-4
644,10.0,10.0,15.0609,0.716621667,0.006757459,0.001448333,0.001167292,4.905E-4
664,10.0,10.0,14.24672187,0.728170875,0.006712375,0.001386083,0.001193,6.29208E-4
674,10.0,10.0,14.65842,0.740508708,0.006819333,0.0014845,0.001230833,0.001009542
681,10.0,10.0,15.25204219,0.752024542,0.006555166,0.001675583,0.001326917,6.23917E-4
703,10.0,10.0,14.24672187,0.76718075,0.0068375,0.002227,0.0022095,0.001453083
768,10.0,10.0,14.3865,0.784929667,0.006892542,0.001564333,0.001736667,8.85917E-4
789,10.0,10.0,14.81552375,0.798702708,0.006394458,0.001561375,0.001960458,8.93917E-4
869,10.0,10.0,14.89648125,0.813937292,0.006502,0.001516291,0.001100375,8.59667E-4
890,10.0,10.0,13.93171094,0.826483458,0.006864417,0.001862,0.001169417,5.54625E-4
991,10.0,10.0,14.68912969,0.840820833,0.006571542,0.00156,0.001441667,5.22334E-4
1040,10.0,10.0,14.10389203,0.85303025,0.006430958,0.001393416,0.001323167,5.82667E-4
1094,10.0,10.0,15.20224219,0.865489667,0.00647225,0.001392292,0.00112275,5.1175E-4
1194,10.0,10.0,14.70360352,0.879195292,0.006609208,0.001480542,0.001082167,4.29875E-4
1213,10.0,10.0,14.3715,0.891367583,0.006533083,0.00126525,0.001130083,4.56E-4
1270,10.0,10.0,14.70360352,0.9076225,0.006390833,0.005244792,0.001167375,4.50625E-4
1336,10.04665417,10.6,13.9731,0.921933542,0.006904917,0.001645542,0.00153575,5.35541E-4
1339,10.04665417,10.6,14.0493125,0.931914583,0.006439459,0.001184667,0.001044167,3.91041E-4
1344,10.04665417,10.6,14.25864125,0.949712958,0.014145458,0.001439833,0.001034208,3.73666E-4
1346,10.04665417,10.6,14.25864125,0.959410792,0.006103125,0.001335584,0.001159334,4.42041E-4
