Episode,Robust Guarantee UMDP,Performance UMDP Robust Policy,Performance UMDP Optimistic Policy,Total Runtime,Model Building Time,Model Checking Time Robust,Model Checking Time Optimistic,Model Checking Time DTMC
0,10.0,10.0,17.6198833,0.0,0.005678167,0.008956458,0.012355875,0.001819458
4,10.0,10.0,18.93705426,0.043901583,0.019562375,0.011950041,0.008475167,0.001731583
7,10.0,10.0,17.6198833,0.093075625,0.025428709,0.008597291,0.007730791,0.0014205
25,10.0,10.0,19.79697626,0.163227542,0.040769959,0.010398,0.013611166,0.001585833
28,10.0,10.0,19.75577146,0.235380458,0.043609459,0.014225792,0.010804125,0.001610458
33,10.0,10.0,19.80513659,0.347472458,0.04416125,0.043513333,0.020621542,0.00169375
38,10.0,10.0,19.68963084,0.436368208,0.050185083,0.013629792,0.010884292,0.001697666
45,10.0,10.0,19.65586523,0.489956042,0.033868667,0.008326375,0.00810475,0.001226792
52,10.0,10.0,19.67199278,0.554989417,0.040223084,0.007399834,0.013345291,0.001843833
57,10.0,10.0,19.80280639,0.608465792,0.034112375,0.008437042,0.007588,0.001433917
74,10.0,10.0,19.89729808,0.672993917,0.041722459,0.010722334,0.007620208,0.001549667
77,10.0,10.0,19.89005286,0.728635625,0.036125375,0.009568041,0.006775459,0.0014005
106,10.0,10.0,19.81845604,0.794955708,0.037731,0.010304167,0.013428958,0.001431833
141,10.0,10.0,19.88315696,0.862005792,0.039562292,0.00855725,0.013361791,0.001498833
147,10.0,10.0,19.88315696,0.928986583,0.043270833,0.010937958,0.008674459,0.00161925
184,10.15899286,15.97022758,19.919453,0.994337083,0.043617333,0.008498125,0.007017959,0.00138675
192,10.33114923,15.97022758,19.919453,1.064272375,0.043872833,0.012447583,0.009953917,0.001477458
199,10.27249429,15.97022758,19.92491753,1.127912875,0.036068791,0.013292792,0.009883542,0.001971625
230,10.60032776,15.97022758,19.8984512,1.255547167,0.077896584,0.024898167,0.016468541,0.002220958
268,11.097008,15.97022758,19.85217152,1.395154875,0.074419959,0.020048833,0.022993541,0.004554917
289,11.85189128,15.97022758,19.88295129,1.54394825,0.063091542,0.032300375,0.041389791,0.002634333
357,12.16211348,17.71049196,19.95182743,1.719875292,0.101230666,0.0317955,0.020673417,0.006305208
427,12.73008653,18.35644544,19.92132967,1.880295083,0.0930195,0.019483375,0.018209083,0.002242791
485,12.98827008,18.36824037,19.9528978,2.029985042,0.089251375,0.026085583,0.023504625,0.0017115
510,13.48383342,18.56425115,19.9528978,2.170943417,0.081031833,0.020517916,0.024466875,0.001719042
609,14.34298143,19.70166756,19.95182743,2.337554292,0.100885958,0.023099459,0.018324833,0.002426917
777,14.8589749,19.57342452,19.9528978,2.49256125,0.082616708,0.017649167,0.015007084,0.002245333
860,15.58741966,19.92701078,19.8984512,2.644612708,0.081658208,0.030773084,0.016348,0.006399209
967,15.86938331,19.62829725,19.9507859,2.777807625,0.073590625,0.014922084,0.015511042,0.001611042
1070,15.84817076,19.70244239,19.96234981,2.925060583,0.071339791,0.019341833,0.028906416,0.006733916
1270,16.00155522,19.70166756,19.96234981,3.082873,0.076707959,0.016022,0.028210666,0.00199625
1303,15.95524939,19.75426065,19.96127945,3.237475333,0.106611875,0.019454333,0.017976833,0.002540625
1448,16.06617351,19.83649399,19.96854861,3.386706333,0.075743125,0.014468958,0.014127209,0.001680792
1616,16.77897771,19.83954782,19.96234981,3.505781083,0.068774458,0.009083792,0.007251292,0.003715458
1875,16.96646168,19.93852703,19.96854861,3.601719083,0.05318975,0.007457791,0.006809917,0.001369541
2256,16.95269193,19.94071626,19.96854861,3.705937833,0.046805667,0.00723275,0.007297167,0.001511125
2624,17.32180188,19.92774987,19.96961897,3.823289792,0.055049875,0.009100166,0.0071895,0.003679334
3170,17.49799254,19.92981036,19.96262821,3.958430292,0.05968975,0.0086935,0.007753,0.00192725
3545,17.53985282,19.94838697,19.96854861,4.078554667,0.057249458,0.00796675,0.01322775,0.001449292
3899,17.5852966,19.95645911,19.90572036,4.186872542,0.059865625,0.008635875,0.00698925,0.001665667
4153,17.67883385,19.94533314,19.96854861,4.301939917,0.06512075,0.011174375,0.00672275,0.0013065
5269,18.01145317,19.94533314,19.96961897,4.498146917,0.06594,0.008429583,0.007387458,0.001447333
6729,18.40131343,19.94838697,19.96989737,4.734229708,0.064743209,0.008820416,0.009408834,0.001533791
8115,18.60203185,19.94838697,19.96758845,4.953409583,0.058598125,0.008220375,0.006999583,0.001699167
9869,18.78226278,19.93190764,19.96259279,5.306591,0.083141417,0.044116583,0.02519225,0.002838416
10624,18.85902478,19.93190764,19.96259279,5.501807375,0.070249,0.010288625,0.010769375,0.001445166
12213,18.83117291,19.93190764,19.96259279,5.817444542,0.073596917,0.01150675,0.00793025,0.002778292
14102,18.92785626,19.94838697,19.96758845,6.228182542,0.091786125,0.01066725,0.006605167,0.001367
15770,19.02412297,19.94838697,19.96758845,6.492922958,0.059719375,0.008212166,0.00832425,0.004812708
19791,19.1176088,19.94838697,19.96758845,7.066033917,0.064118041,0.010715834,0.012264416,0.001799458
22938,19.18310173,19.94838697,19.96758845,7.501480542,0.062239666,0.014232125,0.006808042,0.001309625
27083,19.26945317,19.95058142,19.96758845,8.185503917,0.071013208,0.009238958,0.01215225,0.001365041
31158,19.31888046,19.95058142,19.96758845,8.738191667,0.06446025,0.007740958,0.0068435,0.001220334
32968,19.3258298,19.95058142,19.96758845,9.016198917,0.065233167,0.00920675,0.011158541,0.002159458
42607,19.43042062,19.94647666,19.96758845,10.063194875,0.06406875,0.008033958,0.007969291,0.001244417
55279,19.42110552,19.96081559,19.96758845,11.583961917,0.058430084,0.015710083,0.007393292,0.001211584
58779,19.46626377,19.96403365,19.96758845,12.020902917,0.063167083,0.00738975,0.006662875,0.001122375
69363,19.52909506,19.96081559,19.96259279,13.200224333,0.064926417,0.007427875,0.006571875,0.001114958
76543,19.54848343,19.96403365,19.96758845,14.068595292,0.062703666,0.007565583,0.0105045,0.001726125
86565,19.56531514,19.96403365,19.96880275,15.113224375,0.064696583,0.00825925,0.00737625,0.001147875
100000,19.56648617,19.96403365,19.96937947,16.656834958,0.067730416,0.007138875,0.010421542,0.001618375
