Episode,Robust Guarantee UMDP,Performance UMDP Robust Policy,Performance UMDP Optimistic Policy,Total Runtime,Model Building Time,Model Checking Time Robust,Model Checking Time Optimistic,Model Checking Time DTMC
0,10.0,10.0,17.6198833,0.0,0.01069525,0.015960583,0.013669167,0.002493334
4,10.0,10.0,19.37413051,0.121982584,0.062363916,0.022574584,0.008884209,0.002300541
7,10.0,10.0,19.41611132,0.281511125,0.114383791,0.007039042,0.00455875,0.004997166
13,10.0,10.0,19.9032878,0.368869125,0.041942958,0.005707167,0.004398875,0.0014635
16,10.0,10.0,19.9032878,0.45973625,0.044053083,0.009324291,0.004463292,0.001608125
20,10.0,10.0,19.9032878,0.549973167,0.0425105,0.005073,0.004356625,0.001475625
30,10.0,10.0,19.92963951,0.632433542,0.035128959,0.004594083,0.004947917,0.001609916
35,10.0,10.0,19.92963951,0.727140917,0.041789166,0.005864875,0.006287875,0.001779333
47,10.0,10.0,19.92963951,0.814763667,0.032198125,0.005858333,0.005616875,0.001533917
54,10.0,10.0,19.92963951,0.903342625,0.038486625,0.005914542,0.004355375,0.001415959
60,10.21962573,18.9523221,19.92963951,0.983069584,0.032015792,0.004350708,0.003906375,0.001687958
75,10.0,10.0,19.92963951,1.071144542,0.038423,0.004953042,0.003475583,0.0013555
94,10.59937607,18.9523221,19.92963951,1.168270292,0.03594125,0.00520725,0.006964792,0.00150525
128,10.6435339,18.9523221,19.94647666,1.258300167,0.039045292,0.00454475,0.003452833,0.001333333
137,10.86462635,18.9523221,19.94647666,1.347243459,0.035945625,0.003943042,0.006081084,0.001594334
157,11.43653373,18.9523221,19.94969472,1.443999292,0.036811042,0.004490583,0.003949375,0.001547708
202,12.73075166,18.9523221,19.94647666,1.535592542,0.039247875,0.00448625,0.003547125,0.001390375
220,12.95254213,18.9523221,19.94647666,1.629418625,0.037056333,0.00514625,0.003869791,0.001812666
239,13.5344929,18.9523221,19.92963951,1.731468375,0.042872208,0.004237,0.003541167,0.001520625
315,14.24218755,19.0859567,19.94647666,1.829538084,0.035939,0.004603625,0.003289041,0.001409875
365,14.62706433,19.0859567,19.94647666,1.940325459,0.037312458,0.007608459,0.005203917,0.001383875
406,15.03136297,19.20641654,19.94647666,2.037493042,0.034289375,0.004558334,0.004046083,0.001440833
452,15.42643446,19.86815186,19.9391729,2.150427667,0.044031875,0.004127042,0.0032955,0.00148
479,15.59206228,19.87997681,19.94647666,2.253427209,0.03755875,0.004955208,0.004772917,0.001533917
583,16.47542894,19.88407728,19.9391729,2.363889,0.0358525,0.005123708,0.003418042,0.001314792
716,16.71099984,19.89099708,19.94647666,2.47633725,0.03635775,0.004765083,0.0038905,0.001513542
932,17.28961534,19.89835358,19.94969472,2.600237417,0.03301825,0.004160583,0.003423125,0.001339375
1042,17.33556041,19.89835358,19.94969472,2.712066667,0.037032542,0.004361041,0.004364208,0.001773583
1125,17.56308228,19.89835358,19.94969472,2.822410209,0.036040042,0.003892375,0.003084,0.00139225
1360,17.61675723,19.89835358,19.95416008,2.947871792,0.036908042,0.004882666,0.003548292,0.001481584
1556,17.76285969,19.89835358,19.96026481,3.068892167,0.031915875,0.007389334,0.005469458,0.001419
1722,17.92439796,19.89835358,19.96026481,3.178636792,0.03436,0.004850166,0.003956333,0.001955083
2265,17.97750785,19.89835358,19.96026481,3.335861959,0.035853709,0.004116375,0.003829375,0.004125667
2505,18.11880779,19.89835358,19.96026481,3.483910209,0.044354584,0.003897167,0.003874959,0.004664959
2672,18.20260556,19.89835358,19.96026481,3.684698167,0.070780958,0.018307084,0.021012667,0.002719959
3021,18.249655,19.89835358,19.96345693,3.835841875,0.035029333,0.003751875,0.003009208,0.00133025
3968,18.24839949,19.89835358,19.96381446,4.025743167,0.031755459,0.004383333,0.003210458,0.001323791
4898,18.55064116,19.89835358,19.96381446,4.233168792,0.037000334,0.004988833,0.005754833,0.002984
5224,18.61715072,19.96956514,19.96381446,4.381167125,0.038861917,0.0042175,0.00320625,0.001435292
5882,18.70479536,19.96956514,19.96381446,4.548854334,0.033541667,0.00394325,0.005723333,0.001438834
6488,18.85876922,19.96956514,19.96381446,4.722900459,0.039234042,0.005179,0.003064167,0.001376916
7983,19.22000831,19.96956514,19.96381446,5.001703459,0.034368583,0.004245625,0.003134541,0.00132675
9230,19.33342322,19.96956514,19.96381446,5.23639175,0.032662833,0.004009875,0.003278625,0.001319375
9751,19.33318895,19.96956514,19.96381446,5.398422917,0.031048375,0.00375925,0.0031395,0.001366708
12639,19.3934634,19.96956514,19.96880275,5.83690575,0.038161416,0.006016584,0.003482125,0.001424334
13233,19.44272482,19.96956514,19.96880275,6.012626917,0.039006833,0.004399542,0.004629583,0.001458375
14899,19.45579583,19.96956514,19.96880275,6.338502584,0.034903792,0.003266375,0.006243917,0.001183292
16079,19.48788199,19.96956514,19.96937947,6.562218792,0.030774958,0.00326425,0.00711225,0.001235667
17160,19.42677659,19.96956514,19.96937947,6.783045542,0.046354792,0.004139042,0.003005125,0.001345375
17991,19.47337824,19.96956514,19.96937947,7.008106417,0.050816875,0.003955208,0.010224834,0.001421666
21052,19.57692466,19.96956514,19.96937947,7.486649584,0.034198458,0.003151458,0.002663541,0.001012917
22602,19.56954929,19.96956514,19.96937947,7.752600459,0.02703725,0.003419833,0.00291425,0.003436958
26415,19.69193227,19.96956514,19.96937947,8.245683375,0.035607,0.003552291,0.002903958,0.0012145
30870,19.70382588,19.96956514,19.96937947,8.818512084,0.033296833,0.003682333,0.00294625,0.001177208
36711,19.72565857,19.97027872,19.96937947,9.518042375,0.037430417,0.0036695,0.002982208,0.0011575
39248,19.74924698,19.97027872,19.96937947,9.8930535,0.035134042,0.003365625,0.002710042,0.0010285
40926,19.74799053,19.97027872,19.96937947,10.181480459,0.040289875,0.005940167,0.003015125,0.001165417
45378,19.78825613,19.97027872,19.96937947,10.753230375,0.035956541,0.003562708,0.0029095,0.00111375
57889,19.7991917,19.97027872,19.96937947,12.229738709,0.031104625,0.003840666,0.003082667,0.001068625
61592,19.83412632,19.97027872,19.96937947,12.750407917,0.030059833,0.003127667,0.00264375,9.97125E-4
80690,19.88867778,19.97027872,19.96937947,15.53445725,0.070043084,0.008072583,0.003974125,0.001355542
90545,19.85523958,19.97027872,19.96937947,16.968687209,0.042423292,0.005380167,0.002948125,0.001073375
100000,19.86164744,19.97027872,19.96937947,18.121707917,0.037102459,0.003204625,0.002711375,0.001105458
