Episode,Robust Guarantee UMDP,Performance UMDP Robust Policy,Performance UMDP Optimistic Policy,Total Runtime,Model Building Time,Model Checking Time Robust,Model Checking Time Optimistic,Model Checking Time DTMC
0,10.0,10.0,17.6198833,0.0,0.00243025,0.009097291,0.0063815,0.001456375
4,10.0,10.0,19.37413051,0.080438708,0.039014834,0.014812334,0.011059709,0.002695708
7,10.0,10.0,19.41611132,0.226610333,0.044776667,0.04174625,0.02339225,0.001764125
13,10.0,10.0,19.9032878,0.342747,0.048676167,0.008301875,0.007483875,0.013734166
16,10.0,10.0,19.9032878,0.43925675,0.039365584,0.012075667,0.008217083,0.001419041
20,10.0,10.0,19.9032878,0.532872625,0.037714333,0.010135125,0.00753825,0.001339125
30,10.0,10.0,19.92963951,0.626327125,0.037741625,0.008907417,0.007613584,0.00141375
35,10.0,10.0,19.92963951,0.718291708,0.034631209,0.007332708,0.00697675,0.001349
47,10.0,10.0,19.92963951,0.813908208,0.033382,0.007924208,0.010715458,0.001487209
54,10.0,10.0,19.92963951,0.928806,0.039846833,0.00822525,0.028523875,0.002249125
60,10.21962573,18.9523221,19.92963951,1.020833792,0.035227958,0.010745875,0.007434167,0.001186625
75,10.0,10.0,19.92963951,1.107737167,0.030569959,0.007283875,0.0094895,0.001067083
94,10.59937607,18.9523221,19.92963951,1.196224625,0.034458125,0.006877292,0.009292792,0.001174084
128,10.6435339,18.9523221,19.94647666,1.291892417,0.033795959,0.010944834,0.008629334,0.001395167
137,10.86462635,18.9523221,19.94647666,1.398544667,0.040803791,0.016394542,0.007507084,0.001189166
157,11.43653373,18.9523221,19.94969472,1.49313625,0.035221541,0.006722167,0.007091083,0.001174625
202,12.73075166,18.9523221,19.94647666,1.588416958,0.031687708,0.00685125,0.009015666,0.001468833
220,12.95254213,18.9523221,19.94647666,1.6811685,0.035347875,0.006805625,0.007022917,0.00108925
239,13.5344929,18.9523221,19.92963951,1.78359725,0.036188459,0.007142791,0.010606375,0.001160458
315,14.24218755,19.0859567,19.94647666,1.894452083,0.035714875,0.010099125,0.007022083,0.001120792
365,14.62706433,19.0859567,19.94647666,2.00328475,0.039054875,0.009384667,0.006917584,0.001216625
406,15.03136297,19.20641654,19.94647666,2.114459958,0.02982775,0.011500125,0.007527417,0.001306875
452,15.42643446,19.86815186,19.9391729,2.229710625,0.038492333,0.007123084,0.006602667,0.001256834
479,15.59206228,19.87997681,19.94647666,2.343534917,0.037942333,0.007653584,0.012531917,0.002154042
583,16.47542894,19.88407728,19.9391729,2.460238458,0.032992417,0.009881708,0.011763416,0.001231666
716,16.71099984,19.89099708,19.94647666,2.579555667,0.030592542,0.008550584,0.014713209,0.001206708
932,17.28961534,19.89835358,19.94969472,2.703079375,0.035724416,0.007721791,0.006994083,0.0013765
1042,17.33556041,19.89835358,19.94969472,2.823356667,0.036081417,0.007691208,0.00658275,0.001093458
