Episode,Robust Guarantee UMDP,Performance UMDP Robust Policy,Performance UMDP Optimistic Policy,Total Runtime,Model Building Time,Model Checking Time Robust,Model Checking Time Optimistic,Model Checking Time DTMC
0,10.0,10.0,14.63842187,0.0,0.036285208,0.013416791,0.00420775,0.009308667
2,10.0,10.0,14.63842187,0.035041458,0.011069375,0.006554084,0.003545709,0.001834959
5,10.0,10.0,14.63842187,0.05389425,0.007884583,0.003574334,0.00238425,0.001685834
9,10.0,10.0,14.63842187,0.069265458,0.006796834,0.0029085,0.002370417,0.001338625
13,10.0,10.0,14.63842187,0.08573825,0.008292709,0.00198225,0.002406541,0.001497041
24,10.0,10.0,15.21180469,0.105112708,0.00827975,0.004362666,0.002488,0.00149375
26,10.0,10.0,15.21180469,0.119362916,0.007123042,0.002237667,0.001880625,0.001237708
28,10.0,10.0,15.21180469,0.134841708,0.007140041,0.002063834,0.002213166,0.001685375
31,10.0,10.0,15.21180469,0.165867916,0.008600833,0.017210458,0.001887,0.001171958
41,10.0,10.0,14.63842187,0.182997916,0.00842475,0.002649333,0.0019625,0.001485708
68,10.0,10.0,15.21180469,0.201252125,0.008230334,0.002991542,0.00268,9.75375E-4
79,10.0,10.0,15.04393477,0.21716,0.007797459,0.00230025,0.002017667,0.001411375
81,10.0,10.0,15.04393477,0.233136416,0.007421459,0.003744542,0.002144917,0.001183792
84,10.0,10.0,15.21180469,0.244298583,0.0062335,0.001625208,0.001453708,6.58541E-4
93,10.0,10.0,15.04393477,0.259810583,0.006430208,0.004850125,0.001767958,8.22125E-4
101,10.0,10.0,14.30444016,0.271786041,0.006330042,0.001771083,0.001556167,6.92833E-4
107,10.0,10.0,15.26160469,0.283243291,0.006030458,0.001681708,0.001676958,7.53041E-4
114,10.0,10.0,13.93171094,0.29503175,0.00641725,0.001770541,0.001455625,7.49958E-4
116,10.0,10.0,13.93171094,0.306284458,0.006334791,0.001523417,0.00128775,7.25834E-4
123,10.0,10.0,15.26160469,0.318458208,0.006880125,0.001705583,0.001393667,7.78167E-4
150,10.0,10.0,15.04393477,0.331800458,0.006534291,0.001735334,0.001549542,8.4875E-4
162,10.0,10.0,13.93171094,0.351031916,0.006609208,0.002061458,0.001589167,0.006913333
175,10.0,10.0,14.30444016,0.363281625,0.006570542,0.001878542,0.001298084,7.97875E-4
181,10.0,10.0,14.30444016,0.375934791,0.006635625,0.001879208,0.0017855,8.42084E-4
193,10.0,10.0,15.04393477,0.388922333,0.006849042,0.001955625,0.001353709,9.63667E-4
197,10.0,10.0,15.04393477,0.401186958,0.006460708,0.001858792,0.001814458,9.14625E-4
225,10.0,10.0,15.26160469,0.4150585,0.006488208,0.0016245,0.001299417,7.04917E-4
248,10.0,10.0,15.05365125,0.427343166,0.006366125,0.001880459,0.0013045,5.83458E-4
254,10.0,10.0,14.44727,0.438800375,0.006316291,0.001777959,0.001412458,7.00666E-4
257,10.0,10.0,14.44727,0.449690083,0.006438917,0.001559625,0.001202666,6.51208E-4
260,10.0,10.0,14.63842187,0.460388791,0.0062965,0.001493958,0.00121775,5.61583E-4
317,10.0,10.0,14.30444016,0.473568333,0.006901083,0.001331875,0.001239791,5.42625E-4
327,10.0,10.0,14.44727,0.485126375,0.007000833,0.001333167,0.00127625,6.73291E-4
332,10.0,10.0,14.30444016,0.495616916,0.006033375,0.001240125,0.001170125,6.7825E-4
365,10.0,10.0,15.0704625,0.507754125,0.005957416,0.001416041,0.001453041,6.73375E-4
367,10.0,10.0,15.05365125,0.518521916,0.006184292,0.001557833,0.001393958,5.53042E-4
385,10.0,10.0,15.0704625,0.530123166,0.006208125,0.001586916,0.001236,5.67125E-4
397,10.0,10.0,14.3865,0.540534791,0.006186459,0.001328208,0.001112333,4.92917E-4
408,10.0,10.0,15.04393477,0.551102916,0.005898625,0.001237,0.001180875,6.55166E-4
417,10.0,10.0,15.04393477,0.562085583,0.006313792,0.001326583,0.001187208,8.19959E-4
448,10.0,10.0,15.21180469,0.575634416,0.007364375,0.001561459,0.001185708,5.79625E-4
483,10.0,10.0,14.29562563,0.589693,0.006484667,0.001654292,0.001630792,8.60208E-4
500,10.0,10.0,14.93839125,0.602725291,0.0071145,0.001948875,0.001517291,5.86708E-4
512,10.0,10.0,14.12279203,0.614886125,0.006690042,0.00176975,0.001470167,7.045E-4
556,10.0,10.0,14.99350188,0.627455375,0.006532416,0.001464458,0.00112675,5.20209E-4
564,10.0,10.0,15.04393477,0.638662041,0.006607333,0.001554667,0.0011815,5.73459E-4
579,10.0,10.0,14.36168,0.650192958,0.006782,0.0014655,0.001094666,5.50667E-4
582,10.0,10.0,15.00412125,0.661000625,0.006436375,0.001571541,0.00129425,5.36958E-4
653,10.0,10.0,14.36168,0.675107208,0.006199625,0.001573625,0.001415584,6.05333E-4
680,10.0,10.0,15.0609,0.686478708,0.006273959,0.001338666,0.00112,5.33375E-4
702,10.0,10.0,14.3715,0.697926583,0.006132959,0.001154916,0.001111,5.3225E-4
740,10.0,10.0,14.0493125,0.711436875,0.007101375,0.001737208,0.0012155,5.60583E-4
745,10.0,10.0,14.0493125,0.721543583,0.006328,0.001239375,0.001098834,4.64083E-4
765,10.0,10.0,14.99298352,0.733254833,0.006381916,0.001690209,0.001302792,6.08958E-4
783,10.0,10.0,15.25204219,0.744468583,0.006764209,0.001324583,0.001136,4.26667E-4
854,10.0,10.0,14.8350975,0.7571035,0.006313208,0.001399167,0.00114525,4.46292E-4
875,10.0,10.0,13.93171094,0.76898475,0.006908625,0.001444625,0.001146375,5.6225E-4
901,10.0,10.0,14.36168,0.784629,0.007903417,0.002608375,0.001759875,8.60958E-4
927,10.0,10.0,14.68458977,0.797754,0.006675417,0.001725416,0.001407375,5.49208E-4
938,10.0,10.0,14.21885016,0.808859041,0.006450458,0.001437958,0.001247084,5.7325E-4
941,10.0,10.0,14.21885016,0.819706166,0.00635075,0.001558958,0.001440375,5.93792E-4
1001,10.0,10.0,14.8350975,0.835333041,0.0072315,0.001502458,0.001237416,5.45333E-4
1038,10.00705549,10.6,14.9574,0.847858208,0.006643625,0.001539917,0.001464584,6.17958E-4
1041,10.00705549,10.6,15.0609,0.85931575,0.00686625,0.001684,0.00141625,4.5775E-4
1079,10.01309005,10.6,14.73349352,0.871199333,0.006435541,0.001456,0.00136575,5.39666E-4
1100,10.0,10.0,14.10169875,0.8815435,0.006161833,0.001078209,0.0011845,5.32417E-4
1106,10.0,10.0,14.10169875,0.898826708,0.006195,0.00148875,0.001117375,4.15375E-4
1147,10.0,10.0,15.25204219,0.909674625,0.006193583,0.001270083,0.00107625,2.94041E-4
1206,10.0,10.0,14.99350188,0.921180708,0.006272,0.001471375,0.001253708,3.55875E-4
1256,10.0,10.0,13.9563425,0.93228075,0.006185833,0.001269541,0.001178333,3.51208E-4
1258,10.0,10.0,13.9563425,0.941871333,0.006147167,0.001306125,0.001189667,3.63083E-4
1307,10.0,10.0,13.9164375,0.952326416,0.006132458,0.001223542,0.001187334,3.8475E-4
1386,10.0,10.0,14.24478125,0.964998166,0.006495625,0.0015265,0.001357375,4.49084E-4
1405,10.0,10.0,14.76318125,0.975837125,0.006602792,0.001583625,0.001133125,3.16209E-4
1436,10.0,10.0,13.9731,0.987063041,0.006305458,0.001374125,0.001346292,5.275E-4
1462,10.0,10.0,14.3715,0.999119916,0.007041625,0.001445708,0.001415917,5.85542E-4
1533,10.0,10.0,14.79095844,1.013380333,0.0073895,0.001672542,0.001312833,5.52208E-4
1562,10.06088529,10.6,14.25176188,1.026481,0.007118458,0.001719209,0.001285875,3.74875E-4
1613,10.06547996,10.6,14.71736625,1.039099916,0.006527375,0.00158525,0.001288542,6.49167E-4
1621,10.0587916,10.6,15.20224219,1.050017375,0.006792291,0.001544167,0.001261666,4.52708E-4
1714,10.06326159,10.6,14.30444016,1.062043125,0.005973083,0.001493083,0.001165875,3.60917E-4
1839,10.06888139,10.6,14.634385,1.079142083,0.006082833,0.001761625,0.003894292,6.60709E-4
1890,10.04527212,10.6,14.95317,1.091572791,0.006398,0.001281375,0.001270417,4.10583E-4
1955,10.07986723,10.6,14.20075063,1.103565875,0.006014584,0.001260541,0.001543208,5.6025E-4
1985,10.07520367,10.6,14.29818539,1.114859,0.006234667,0.001610208,0.001493166,3.95958E-4
2004,10.07055826,10.6,13.87953328,1.125661291,0.006339916,0.001711375,0.001259708,4.28459E-4
2022,10.07055826,10.6,14.68912969,1.136370375,0.006736166,0.001418875,0.001182917,3.69583E-4
