Episode,Robust Guarantee UMDP,Performance UMDP Robust Policy,Performance UMDP Optimistic Policy,Total Runtime,Model Building Time,Model Checking Time Robust,Model Checking Time Optimistic,Model Checking Time DTMC
0,10.0,10.0,14.63842187,0.0,0.002390417,0.003604166,0.002711584,0.00104225
4,10.0,10.0,15.25204219,0.032884792,0.01648825,0.003948083,0.002022834,0.001674209
7,10.0,10.0,15.25204219,0.060907458,0.017442083,0.002554708,0.001778,6.93625E-4
9,10.0,10.0,15.25204219,0.09335075,0.022965208,0.001595791,0.001243208,0.001139291
23,10.0,10.0,15.25204219,0.126165292,0.020115292,0.002091291,0.001083042,0.001127417
36,10.0,10.0,15.25204219,0.1569015,0.019134208,0.001044834,6.49875E-4,5.0975E-4
62,10.0,10.0,15.25204219,0.193518542,0.02462625,0.001075792,8.09208E-4,5.73167E-4
98,10.0,10.0,15.25204219,0.230591042,0.02258425,0.002208125,9.57792E-4,5.70833E-4
168,10.7813698,14.78811039,15.25204219,0.274409917,0.025009667,0.001164792,7.49958E-4,5.61791E-4
194,11.18844285,14.78811039,15.25204219,0.305117042,0.014683667,0.001288084,0.001032083,6.4425E-4
275,11.64158985,14.78811039,15.25204219,0.341744833,0.015618208,0.001577625,6.87333E-4,7.82958E-4
338,12.43169474,14.78811039,15.25204219,0.376084708,0.018537625,0.001080417,6.64292E-4,5.03042E-4
469,12.90916411,15.04081102,15.25204219,0.407707542,0.015571,0.001118417,6.72916E-4,5.49458E-4
903,13.49350558,15.33299344,15.25204219,0.448653042,0.016344167,0.001210375,6.38917E-4,5.53375E-4
1027,13.69970825,15.33299344,15.25204219,0.47576225,0.011087208,9.7E-4,6.70458E-4,4.19E-4
1052,13.68119868,15.33299344,15.25204219,0.499849,0.011546875,0.001091792,6.30291E-4,3.98709E-4
1478,14.26342948,15.33299344,15.25204219,0.547621125,0.011666208,9.62875E-4,5.865E-4,3.98083E-4
2346,14.76993644,15.33299344,15.25204219,0.610744167,0.014508875,0.001226125,7.37208E-4,5.32916E-4
2832,14.78711809,15.33299344,15.31750219,0.65818525,0.011982584,0.001038042,6.92459E-4,5.09417E-4
3210,14.86054272,15.33299344,15.31750219,0.700694417,0.013557541,0.001351417,8.455E-4,4.57209E-4
3758,14.79781314,15.33299344,15.31750219,0.751610292,0.011882041,0.001029834,5.60208E-4,4.135E-4
4258,14.73190449,15.33299344,15.31750219,0.796134583,0.010979584,0.001196417,0.001373583,4.40625E-4
4736,14.77492312,15.33299344,15.31750219,0.837505917,0.009681459,0.001007375,6.18334E-4,3.5425E-4
6012,14.76374874,15.33299344,15.31750219,0.911856083,0.009709875,0.001032416,6.61167E-4,4.26625E-4
6702,14.78138922,15.33299344,15.31750219,0.9698995,0.011002958,0.00111275,9.68333E-4,6.40791E-4
8763,14.90440683,15.33299344,15.33299344,1.079794167,0.009975334,8.88958E-4,5.29833E-4,3.56792E-4
10231,14.96222032,15.33299344,15.33299344,1.164790417,0.010358833,9.765E-4,5.88959E-4,3.915E-4
12579,15.07106616,15.33299344,15.31750219,1.301857792,0.011081375,0.001057,7.19167E-4,4.17625E-4
14484,15.05093713,15.33299344,15.31750219,1.40079075,0.015191792,0.001097208,8.89584E-4,4.66833E-4
17545,15.09339365,15.33299344,15.33299344,1.558222792,0.011014167,8.59791E-4,5.33583E-4,4.17625E-4
20610,15.07329914,15.33299344,15.33299344,1.724302292,0.00962325,8.16917E-4,5.30208E-4,4.29709E-4
23030,15.0253113,15.33299344,15.33299344,1.847616917,0.009972541,8.68542E-4,5.21E-4,3.67167E-4
37282,15.0329268,15.33299344,15.33299344,2.477104,0.010171917,0.001050375,5.54E-4,4.12708E-4
42164,15.03799986,15.33299344,15.33299344,2.712339667,0.009815833,8.63125E-4,4.94083E-4,3.02125E-4
66737,15.14855032,15.33299344,15.33299344,3.715502542,0.013739459,0.001324708,5.30125E-4,3.46166E-4
87188,15.14195527,15.33299344,15.33299344,5.036409958,0.058891167,0.001896583,5.58625E-4,4.34833E-4
94649,15.13789546,15.33299344,15.33299344,5.795986958,0.031490208,0.00185025,5.435E-4,4.1E-4
100000,15.12659239,15.33299344,15.33299344,6.487086167,0.06745575,0.010008834,0.013984083,0.00240925
