Episode,Robust Guarantee UMDP,Performance UMDP Robust Policy,Performance UMDP Optimistic Policy,Total Runtime,Model Building Time,Model Checking Time Robust,Model Checking Time Optimistic,Model Checking Time DTMC
0,10.0,10.0,14.63842187,0.0,0.00171975,0.004007375,0.00153675,5.24625E-4
3,10.0,10.0,14.63842187,0.009461791,0.005581959,0.001339792,0.001291708,4.66292E-4
6,10.0,10.0,15.21180469,0.015395625,0.002855625,0.001309959,9.73167E-4,3.13E-4
9,10.0,10.0,15.25204219,0.022863125,0.004140083,0.001096167,0.001144,5.35334E-4
13,10.0,10.0,15.25204219,0.031441791,0.005517375,0.001185125,0.001008875,3.3075E-4
17,10.0,10.0,15.25204219,0.04106,0.006507125,0.001272667,0.00102575,3.18834E-4
28,10.0,10.0,15.25204219,0.052248416,0.00730375,0.001670417,0.001046833,3.84166E-4
48,10.0,10.0,15.32706469,0.063563708,0.007590459,0.001184875,9.86542E-4,3.44292E-4
59,10.0,10.0,15.26160469,0.073263708,0.006539958,0.001170084,8.98792E-4,3.80333E-4
68,10.0,10.0,15.26160469,0.082936875,0.006679583,0.001019,8.98208E-4,2.99125E-4
89,10.0,10.0,15.32706469,0.093303083,0.006796208,0.001077292,9.67667E-4,5.87125E-4
102,10.0,10.0,15.26160469,0.105300333,0.008070708,0.001353333,0.001204458,4.17208E-4
211,10.63793464,14.4432,15.26160469,0.119513291,0.007139958,0.002050667,0.001170041,4.76166E-4
255,11.47013567,14.4432,15.26160469,0.132217791,0.008335042,0.001458125,8.66375E-4,3.38667E-4
379,11.60485195,14.4432,15.32706469,0.14760275,0.008135041,0.001690666,0.001467167,4.24917E-4
518,11.33473596,14.4432,15.32706469,0.166412208,0.010073375,0.001362833,0.001054375,5.03458E-4
592,11.31816813,14.4432,15.32706469,0.179420958,0.007921417,0.001296209,9.09833E-4,3.87125E-4
769,12.07683646,14.4432,15.32706469,0.198868375,0.010017458,0.001353834,9.64292E-4,4.42291E-4
1208,12.61002816,14.4432,15.32706469,0.228301625,0.010057667,0.001354375,0.001038708,4.17958E-4
1508,12.90932303,15.1605,15.32706469,0.25256175,0.0105005,0.001282375,9.32084E-4,4.09041E-4
1786,12.66042037,15.17643,15.33299344,0.273303875,0.010268625,0.001363041,8.62791E-4,3.35875E-4
2460,13.32200605,15.32986969,15.33299344,0.30431825,0.009381041,0.001269666,9.34834E-4,3.48167E-4
2573,13.40342232,15.32986969,15.33299344,0.3205425,0.009605292,0.001305375,8.75125E-4,3.3975E-4
3132,13.6386333,15.32986969,15.33299344,0.350179708,0.010137875,0.00152025,0.001051375,3.9725E-4
4115,13.76577127,15.32986969,15.33299344,0.395459333,0.01164375,0.001418667,0.001086875,4.6225E-4
4686,13.98158331,15.32986969,15.32706469,0.42776375,0.011084167,0.001319375,8.83417E-4,3.515E-4
5816,14.26756475,15.32986969,15.32706469,0.474788916,0.010536,0.001215583,0.001172709,4.72875E-4
7017,14.38415125,15.32986969,15.32706469,0.526385666,0.010684125,0.001599833,0.001274042,3.84417E-4
10346,14.43260239,15.33299344,15.32706469,0.64552625,0.013379625,0.001479666,8.90916E-4,3.77667E-4
12913,14.57483221,15.33299344,15.32706469,0.739503541,0.012984625,0.001303375,0.001353959,5.80791E-4
15552,14.55604628,15.33299344,15.32706469,0.835064458,0.011974292,0.001471,8.62292E-4,3.38667E-4
17895,14.60431841,15.33299344,15.32706469,0.925145291,0.012107208,0.001974375,0.001265958,6.88125E-4
22240,14.72431205,15.33299344,15.32706469,1.081403916,0.012255583,0.001421209,9.47958E-4,4.1225E-4
31941,14.88652925,15.33299344,15.32706469,1.40403425,0.012970334,0.001445625,9.06084E-4,3.93542E-4
33752,14.90277752,15.33299344,15.32706469,1.475331166,0.011850458,0.001204542,9.1525E-4,3.07791E-4
41976,14.91994059,15.33299344,15.32706469,1.772953166,0.016403084,0.001427833,9.88167E-4,3.01958E-4
53972,14.99796443,15.33299344,15.32706469,2.244071041,0.012516416,0.001301208,0.001023834,5.92458E-4
62712,14.9827016,15.33299344,15.32706469,2.5923575,0.014108375,0.002225542,0.001872292,4.64375E-4
66245,15.00157767,15.33299344,15.33299344,2.737676333,0.012660375,0.0013395,9.4425E-4,3.20667E-4
82738,15.02871357,15.33299344,15.32706469,3.7252655,0.016997417,0.003529834,0.005985417,0.001443917
93441,15.04428251,15.33299344,15.32706469,4.239666833,0.016768583,0.001590666,0.001388458,0.00234325
100000,15.0487822,15.33299344,15.32706469,4.513972958,0.016128958,0.005871334,0.002452542,5.46375E-4
